title,year,genres,avg rating,rating,tags
"Big Sleep, The",1946,Crime,4.14,5.0|5.0|5.0|5.0|5.0|4.5|3.5|5.0|3.5|2.0|3.5|4.0|4.0|3.0,hammett
"Best Years of Our Lives, The",1946,Drama,4.06,4.0|4.0|3.0|5.0|5.0|3.0|3.5|5.0,N/A
It's a Wonderful Life,1946,Children,4.03,5.0|5.0|4.0|4.0|2.5|5.0|2.0|3.0|4.0|4.0|3.0|3.5|3.0|4.5|5.0|4.5|5.0|5.0|5.0|4.0|4.0|2.0|5.0|5.0|4.5|5.0|4.0|3.0|4.0|4.0|5.0|5.0|5.0|5.0|4.0|4.0|2.5|5.0|5.0|5.0|4.0|3.5|4.0|4.0|4.5|4.0|1.5|4.5|3.5|4.0|5.0|5.0|5.0|3.5|2.0|4.5|4.0|0.5,christmas
Gilda,1946,Drama,4,4.0|4.0|4.0|4.0|4.0|4.0,nightclub
"Yearling, The",1946,Children,4,4,animal movie
"Killers, The",1946,Crime,4,4,N/A
Paisan (Paisà),1946,Drama,4,4,N/A
Sherlock Holmes: Dressed to Kill,1946,Crime,3.75,3.5|4.0,N/A
"Postman Always Rings Twice, The",1946,Crime,3.67,3.0|4.0|4.0,adultery
Brief Encounter,1946,Drama,3.5,4.0|3.0,adultery
"Strange Love of Martha Ivers, The",1946,Drama,3.5,3.5,N/A
"Jolson Story, The",1946,Musical,3.5,3.5,N/A
Undercurrent,1946,Film-Noir,3.5,3.5,N/A
To Each His Own,1946,Drama,3.5,3.5,N/A
Great Expectations,1946,Drama,3.5,3.5,N/A
Song of the South,1946,Adventure,3.42,4.0|4.0|3.0|4.0|3.0|2.5,N/A
Beauty and the Beast (La belle et la bête),1946,Drama,3.25,3.5|3.5|3.0|3.5|2.0|4.0,N/A
"Harvey Girls, The",1946,Comedy,3,3,N/A
Sherlock Holmes: Terror by Night,1946,Crime,3,3,N/A
"Stranger, The",1946,Drama,3,3,N/A
Night and Day,1946,Drama,2.5,2.5,cole porter
It Happened on Fifth Avenue,1947,Comedy,4.5,4.5,N/A
Out of the Past,1947,Film-Noir,4.13,4.0|4.0|3.5|5.0,memory
Miracle on 34th Street,1947,Comedy,4.06,4.0|3.0|2.5|3.0|4.5|4.5|5.0|4.0|4.0|3.5|3.5|5.0|4.5|4.5|5.0|3.5|5.0,N/A
Gentleman's Agreement,1947,Drama,4,4,anti-semitism|judaism
Monsieur Verdoux,1947,Comedy,4,4.0|5.0|3.0|4.0|4.0,N/A
"Bishop's Wife, The",1947,Comedy,4,4,christmas
Dark Passage,1947,Crime,4,4,amnesia
Black Narcissus,1947,Drama,4,4,convent|religion
Born to Kill,1947,Crime,4,4,N/A
"Ghost and Mrs. Muir, The",1947,Drama,3.93,4.0|5.0|4.0|3.5|4.0|3.0|4.0,ghosts
Crossfire,1947,Crime,3.5,3.5,anti-semitism
"Paradine Case, The",1947,Drama,3.5,3.0|4.0,N/A
Life with Father,1947,Comedy,3.5,3.5,N/A
"Secret Life of Walter Mitty, The",1947,Comedy,3.5,3.5,N/A
Song of the Thin Man,1947,Comedy,3.5,3.5,nick and nora charles
"Farmer's Daughter, The",1947,Comedy,3.5,3.5,N/A
"Lady from Shanghai, The",1947,Drama,3.5,3.5,mirrors
"Bachelor and the Bobby-Soxer, The",1947,Comedy,3,4.0|2.5|2.5,court
"Fugitive, The",1947,Drama,3,3,N/A
"Double Life, A",1947,Crime,2.5,2.5,othello
Unfaithfully Yours,1948,Comedy,5,5,N/A
Key Largo,1948,Crime,4.2,5.0|4.5|4.5|4.0|4.0|4.0|5.0|3.0|3.5|4.5,N/A
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),1948,Drama,4.13,5.0|4.5|5.0|4.0|4.5|4.0|5.0|5.0|4.5|5.0|4.0|4.5|3.0|0.5|4.5|3.0,N/A
Red River,1948,Action,4,4,cattle drive
Johnny Belinda,1948,Drama,4,4,deafness
I Remember Mama,1948,Children,4,4,motherhood
Rope,1948,Crime,3.9,3.5|3.5|4.0|3.5|4.5|5.0|4.0|3.5|3.5|4.0,N/A
Oliver Twist,1948,Adventure,3.83,3.5|4.5|3.5,dickens
"Sorry, Wrong Number",1948,Drama,3.8,4.5|4.0|3.5|3.5|3.5,N/A
Abbott and Costello Meet Frankenstein,1948,Comedy,3.75,3.5|3.0|5.0|3.5,N/A
"Treasure of the Sierra Madre, The",1948,Action,3.66,4.0|4.0|3.0|4.5|5.0|3.0|4.0|4.0|3.0|4.5|3.0|4.0|0.5|4.0|3.0|5.0,cold
Hamlet,1948,Drama,3.5,4.0|3.0,N/A
"Red Shoes, The",1948,Drama,3.5,3.5,ballet
"Snake Pit, The",1948,Drama,3.5,4.0|3.0,N/A
"Three Musketeers, The",1948,Action,3.5,3.5,N/A
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),1948,Drama,3.5,3.5,N/A
Easter Parade,1948,Musical,3.33,3.5|3.0|3.5,N/A
Mr. Blandings Builds His Dream House,1948,Comedy,3,3,N/A
"Fallen Idol, The",1948,Drama,2.5,2.5,N/A
Adam's Rib,1949,Comedy,4.75,5.0|5.0|5.0|4.0,hepburn and tracy
Twelve O'Clock High,1949,Drama,4.5,4.5,N/A
All the King's Men,1949,Drama,4.25,5.0|4.0|4.5|3.5,in netflix queue|huey long|robert penn warren
I Was a Male War Bride,1949,Comedy,4.25,4.0|4.5,men in drag|cross dressing
"Third Man, The",1949,Film-Noir,4.23,4.5|5.0|5.0|5.0|5.0|5.0|5.0|3.0|5.0|4.0|5.0|4.5|4.0|1.0|3.5|4.0|4.5|5.0|5.0|4.0|4.5|3.0|3.0|4.0,venice|ferris wheel|zither
"Letter to Three Wives, A",1949,Comedy,4,4,in netflix queue
"Blood of the Beasts (Sang des bêtes, Le)",1949,Documentary,4,4,N/A
Too Late for Tears,1949,Crime,4,4,N/A
On the Town,1949,Comedy,3.75,3.5|5.0|3.5|3.0,N/A
Gigi,1949,Comedy,3.75,3.0|4.5,N/A
White Heat,1949,Crime,3.67,4.0|4.0|3.0,N/A
Little Women,1949,Drama,3.5,3.5|3.5,N/A
Stray Dog (Nora inu),1949,Drama,3.5,3.5,in netflix queue
"Heiress, The",1949,Drama,3.5,3.5,N/A
Kind Hearts and Coronets,1949,Comedy,3.33,1.0|5.0|4.0,family|murder|multiple roles
"Fountainhead, The",1949,Drama,3.25,3.0|3.5,N/A
"Inspector General, The",1949,Musical,3,3,N/A
"Adventures of Ichabod and Mr. Toad, The",1949,Animation,3,3.5|3.0|2.5,N/A
She Wore a Yellow Ribbon,1949,Western,3,3,N/A
Holiday (Jour de fête),1949,Comedy,3,3,N/A
The Blue Lagoon,1949,Drama,3,3,N/A
Mighty Joe Young,1949,Adventure,2.83,2.0|3.0|3.0|4.0|2.0|3.0,N/A
Sands of Iwo Jima,1949,Action,2.5,2.5,world war ii
I Shot Jesse James,1949,Drama,2,2,N/A
"Legend of Sleepy Hollow, The",1949,Animation,2,2,N/A
Sunset Blvd. (a.k.a. Sunset Boulevard),1950,Drama,4.33,4.0|5.0|4.0|4.0|5.0|4.0|4.0|5.0|4.0|5.0|5.0|5.0|5.0|3.5|4.0|4.5|4.0|5.0|4.5|5.0|4.0|4.5|3.0|4.5|4.0|5.0|2.5,movie business|eerie|movies
Born Yesterday,1950,Comedy,4.29,4.0|5.0|4.0|4.0|4.0|4.0|5.0,remade
All About Eve,1950,Drama,4.23,5.0|5.0|4.0|3.0|5.0|5.0|4.0|5.0|4.5|4.0|5.0|5.0|4.0|4.5|3.5|4.0|4.5|4.5|4.0|4.0|1.0|4.0|5.0|4.0,hollywood
Winchester '73,1950,Western,4,4,N/A
"Young and the Damned, The (Olvidados, Los)",1950,Crime,4,4,N/A
Last Holiday,1950,Comedy,4,4,N/A
Rashomon (Rashômon),1950,Crime,3.94,4.5|4.0|4.0|1.0|5.0|3.5|3.5|4.5|5.0|5.0|4.5|3.5|4.0|2.5|4.0|4.0|4.5|4.0,black and white|samurai|in netflix queue
Harvey,1950,Comedy,3.83,4.0|0.5|4.0|4.0|5.0|4.5|5.0|3.0|4.0|3.0|5.0|4.0,N/A
"Asphalt Jungle, The",1950,Crime,3.67,3.5|4.0|3.5,N/A
Stage Fright,1950,Mystery,3.5,3.5|3.5,theater
Rio Grande,1950,Romance,3.5,3.5,N/A
In a Lonely Place,1950,Drama,3.5,3.5,l.a.
Cinderella,1950,Animation,3.49,4.5|4.0|3.0|3.5|4.0|4.0|3.0|5.0|3.0|4.0|5.0|3.0|2.0|2.5|2.0|2.5|3.0|3.0|2.5|2.5|4.5|3.0|3.0|3.0|3.0|3.0|3.5|4.0|4.0|4.0|4.0|4.5|4.0|3.0|4.0|3.0|5.0|4.0|4.5|3.5|3.0|3.0,disney
Father of the Bride,1950,Comedy,3.25,3.0|1.0|3.0|4.5|3.5|5.0|2.5|4.0|3.5|2.0|3.0|4.0,wedding
Treasure Island,1950,Adventure,3.25,3.0|3.5,N/A
King Solomon's Mines,1950,Action,3,3,N/A
Broken Arrow,1950,Drama,3,3,N/A
The Wooden Horse,1950,Drama,3,3,N/A
Cheaper by the Dozen,1950,Comedy,2.75,4.0|1.5,N/A
D.O.A.,1950,Drama,2.5,2.5,N/A
Annie Get Your Gun,1950,Comedy,2.5,2.5,N/A
When Worlds Collide,1951,Sci-Fi,5,5,N/A
Happy Go Lovely,1951,Musical,4.5,4.5,N/A
"Place in the Sun, A",1951,Drama,4.5,4.0|5.0,class
"Lavender Hill Mob, The",1951,Comedy,4.5,5.0|4.0,heist|crime
"Streetcar Named Desire, A",1951,Drama,4.48,5.0|4.0|4.0|4.5|5.0|5.0|4.5|5.0|5.0|3.0|5.0|4.0|5.0|4.5|4.0|5.0|4.0|5.0|3.0|5.0,tennessee williams
"Red Badge of Courage, The",1951,Drama,4,4,stephen crane|civil war
Strangers on a Train,1951,Crime,3.98,5.0|4.0|4.0|4.0|3.0|4.0|4.5|4.0|3.0|5.0|4.0|4.0|3.0|5.0|3.0|5.0|4.0|4.0|4.0|5.0|4.5|0.5|4.0|5.0|4.0,murder
"African Queen, The",1951,Adventure,3.97,4.0|3.5|4.0|5.0|3.0|4.0|5.0|3.5|4.0|4.0|4.0|5.0|4.0|4.0|1.0|5.0|4.0|3.0|5.0|5.0|4.5|3.0|4.0|5.0|5.0|1.0|3.0|4.0|3.0|5.0|4.0|4.5|5.0|4.0,missionary
"Day the Earth Stood Still, The",1951,Drama,3.82,3.5|3.0|4.0|4.0|3.5|3.0|3.5|5.0|3.0|4.0|5.0|4.0|3.0|5.0|4.0|2.5|4.0|3.0|4.0|4.0|3.0|5.0|4.0|5.0|3.5,aliens
"American in Paris, An",1951,Musical,3.71,4.0|4.0|3.0|4.0|5.0|2.5|4.0|3.5|3.5|4.0|3.0|4.0,france
"Thing from Another World, The",1951,Horror,3.5,4.0|3.5|3.0|3.5,aliens
"Man in the White Suit, The",1951,Comedy,3.5,3.5,N/A
People Will Talk,1951,Comedy,3.5,3.5,N/A
Diary of a Country Priest (Journal d'un curé de campagne),1951,Drama,3.5,3.5|3.5|3.5,priest|religion
Alice in Wonderland,1951,Adventure,3.38,5.0|4.5|1.0|3.5|3.0|4.0|2.5|4.5|3.0|3.5|3.0|3.5|4.0|3.0|3.0|3.0|3.5|4.0|4.0|4.0|3.0|3.0|4.0|3.0|4.5|1.0|4.0|4.0|2.0|4.0|5.0|3.0|4.0|2.5|4.0|3.0|4.0|3.5|3.0|1.0,disney
"Christmas Carol, A (Scrooge)",1951,Drama,3.25,3.5|3.0,N/A
Captain Horatio Hornblower R.N.,1951,Action,3,2.0|4.0|3.0,N/A
"Ace in the Hole (Big Carnival, The)",1951,Drama,3,3,N/A
Royal Wedding,1951,Comedy,3,3,N/A
Show Boat,1951,Drama,3,3,N/A
Quo Vadis,1951,Drama,3,2.5|3.5,N/A
Umberto D.,1952,Drama,5,5,N/A
The Importance of Being Earnest,1952,Comedy,4.33,4.0|4.5|4.5,oscar wilde
High Noon,1952,Drama,4.21,5.0|5.0|4.0|4.0|3.5|4.5|3.0|5.0|5.0|4.0|4.0|4.0|4.5|3.5|3.0|5.0|5.0|5.0|3.0,gunfight
Singin' in the Rain,1952,Comedy,4.07,4.0|3.5|4.0|2.0|4.0|5.0|4.0|1.5|4.5|3.0|4.0|4.5|5.0|5.0|5.0|5.0|4.0|5.0|5.0|4.0|4.0|5.0|4.5|0.5|5.0|5.0|3.0|3.0|5.0|5.0|4.0|3.0|3.0|4.0|4.0|4.0|5.0|4.5|4.5|4.5|5.0|4.5|4.0|3.0|4.5|4.0|4.0,movie business
"Othello (Tragedy of Othello: The Moor of Venice, The)",1952,Drama,4,4,N/A
"Bad and the Beautiful, The",1952,Drama,4,4,movie business
Pat and Mike,1952,Comedy,4,4.0|4.0,sports|hepburn and tracy
"Come Back, Little Sheba",1952,Drama,4,4,alcoholism|marriage
Limelight,1952,Comedy,3.67,4.0|4.0|3.0,in netflix queue
"Quiet Man, The",1952,Drama,3.5,5.0|4.0|4.0|3.0|2.0|3.0,N/A
Forbidden Games (Jeux interdits),1952,Drama,3.5,3.5,N/A
Ikiru,1952,Drama,3.42,1.0|3.5|4.0|4.5|3.5|4.0,meditative|philosophical|purposefulness|poignant|terminal illness
"Crimson Pirate, The",1952,Adventure,3,3,N/A
Scaramouche,1952,Adventure,3,3,N/A
The Little World of Don Camillo,1952,Comedy,3,3,N/A
Monkey Business,1952,Comedy,2.5,1.5|3.5,N/A
How to Marry a Millionaire,1953,Comedy,4.5,4.5,N/A
Roman Holiday,1953,Comedy,4.06,5.0|5.0|3.0|3.5|4.5|5.0|3.5|5.0|5.0|4.0|2.5|3.0|4.0|4.5|4.0|4.0|4.5|5.0|5.0|4.0|3.0|4.0|4.0|3.0|3.0|4.5,royalty|italy
I Confess,1953,Thriller,4,4.0|4.0,N/A
Glen or Glenda,1953,Drama,4,4,N/A
"5,000 Fingers of Dr. T, The",1953,Children,4,3.0|5.0,N/A
"Glenn Miller Story, The",1953,Drama,4,4,N/A
Pickup on South Street,1953,Film-Noir,4,4,N/A
Duck Amuck,1953,Animation,4,4,N/A
From Here to Eternity,1953,Drama,3.95,4.0|4.0|4.5|4.0|5.0|4.0|3.0|4.0|4.0|3.0|4.0,N/A
Shane,1953,Drama,3.9,4.0|4.0|3.5|4.5|3.5,N/A
"Band Wagon, The",1953,Comedy,3.83,4.0|5.0|2.5,N/A
Gentlemen Prefer Blondes,1953,Comedy,3.8,3.5|3.0|3.5|4.0|5.0,in netflix queue
Stalag 17,1953,Drama,3.72,4.0|4.5|3.5|3.0|4.0|3.5|4.0|4.0|3.0,N/A
Titanic,1953,Action,3.58,5.0|5.0|0.5|4.0|2.0|5.0,N/A
Peter Pan,1953,Animation,3.57,4.5|2.0|3.0|4.0|4.0|3.5|3.5|4.5|5.0|4.0|4.0|4.5|4.0|3.5|4.0|4.0|3.0|3.0|3.0|2.5|2.0|3.5|3.0|3.0|3.0|3.0|5.0|4.0|3.0|3.5|5.0|4.5|3.0|4.0|4.0|3.0|4.0|3.0|3.5|3.0|3.0,N/A
Beat the Devil,1953,Adventure,3.5,3.5,crime
Calamity Jane,1953,Musical,3.5,3.5,N/A
Kiss Me Kate,1953,Comedy,3.5,3.5,N/A
House of Wax,1953,Crime,3.5,4.0|3.0|3.5,N/A
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",1953,Comedy,3.5,2.5|4.0|4.0,N/A
"Vitelloni, I (a.k.a. The Young and the Passionate)",1953,Drama,3.5,3.0|4.0,N/A
The Wild One,1953,Drama,3.5,3.5,N/A
"Wages of Fear, The (Salaire de la peur, Le)",1953,Action,3.3,4.0|4.0|4.0|4.0|0.5,in netflix queue
"War of the Worlds, The",1953,Action,3.17,2.0|3.0|4.0|2.0|3.0|3.5|2.0|3.0|4.0|4.0|4.5|3.0,classic
It Came from Outer Space,1953,Sci-Fi,3,3,N/A
Mogambo,1953,Adventure,3,3,N/A
The Return of Don Camillo,1953,Comedy,3,3,N/A
Tokyo Story (Tôkyô monogatari),1953,Drama,2.63,3.5|4.0|0.5|2.5,N/A
Ugetsu (Ugetsu monogatari),1953,Drama,2.5,1.0|4.0,N/A
"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto)",1954,Drama,4.5,4.5,N/A
Rear Window,1954,Mystery,4.26,4.0|3.5|4.0|4.5|5.0|3.5|4.5|3.5|5.0|5.0|4.0|2.5|5.0|4.5|5.0|5.0|4.0|4.0|4.0|5.0|4.0|3.5|5.0|4.0|5.0|5.0|3.0|5.0|4.5|3.5|4.5|4.0|3.0|5.0|5.0|4.0|5.0|4.5|4.0|1.0|4.0|5.0|4.0|4.0|4.0|5.0|3.5|3.5|4.5|4.5|4.5|3.0|4.0|3.5|5.0|5.0|5.0|5.0|4.5|4.0|3.0|5.0|4.0|5.0|5.0|4.0|3.5|5.0|2.5|4.0|5.0|4.5|5.0|3.0|5.0|4.0|5.0|4.5|5.0|3.0|5.0|5.0|4.5|5.0,mystery|photography|voyeurism|imdb top 250|photographer|james stewart
"Strada, La",1954,Drama,4.25,5.0|3.5|3.5|4.5|4.5|4.5,circus
On the Waterfront,1954,Crime,4.19,4.5|2.5|4.0|5.0|3.0|4.5|4.0|5.0|4.0|5.0|5.0|3.5|4.5|4.5|4.0|5.0|4.0|4.0|1.0|5.0|5.0|4.0|4.5|5.0,coulda been a contender|boxing
Seven Samurai (Shichinin no samurai),1954,Action,4.19,2.0|5.0|4.0|3.5|4.0|3.0|4.0|5.0|5.0|4.5|3.5|4.0|5.0|4.5|3.0|4.5|4.0|5.0|4.0|4.5|2.0|5.0|5.0|4.0|3.5|3.0|4.0|5.0|4.5|4.0|5.0|5.0|4.5|5.0|5.0|5.0|3.5|4.0|3.5|4.0|4.5|4.5|4.0|4.0|4.0|4.5|5.0|4.0,samurai
White Christmas,1954,Comedy,4.19,4.0|3.5|4.0|4.0|4.0|4.5|4.5|5.0,christmas
Dial M for Murder,1954,Crime,4.1,5.0|4.0|4.0|4.0|3.5|4.0|4.0|5.0|3.0|4.0|4.0|4.5|4.0|4.0|4.0|4.0|4.0|4.0|3.0|5.0|4.5|3.5|5.0|4.0|4.5,N/A
Brigadoon,1954,Fantasy,4,5.0|3.5|3.5,N/A
"Caine Mutiny, The",1954,Drama,4,4.0|4.0,military
Them!,1954,Horror,3.8,3.0|3.5|5.0|4.0|3.5,N/A
Sabrina,1954,Comedy,3.77,2.0|5.0|3.0|2.0|4.0|5.0|2.5|3.0|5.0|4.0|4.0|4.5|4.0|3.0|4.0|3.5|4.0|3.0|4.0|4.0|5.0|3.5|3.0|5.0|3.5|4.0|3.5|3.5|4.0|4.5,rich guy - poor girl
Seven Brides for Seven Brothers,1954,Comedy,3.75,4.5|4.5|3.0|3.0,lonesome polecat
Sansho the Bailiff (Sanshô dayû),1954,Drama,3.5,3.5,not available from netflix
Suddenly,1954,Crime,3.5,3.5,N/A
"Country Girl, The",1954,Drama,3.5,3.5,oscar (best actress)
"Star Is Born, A",1954,Drama,3.5,3.5,N/A
"20,000 Leagues Under the Sea",1954,Adventure,3.47,2.0|5.0|4.0|5.0|3.0|4.0|3.0|3.0|2.0|4.0|3.0|3.0|4.5|3.0|3.5|3.0|4.0,N/A
"Barefoot Contessa, The",1954,Drama,3,3,N/A
Executive Suite,1954,Drama,3,3,N/A
Hands Off the Loot (Touchez pas au grisbi),1954,Crime,3,3,N/A
Godzilla (Gojira),1954,Drama,2.17,2.5|1.0|3.0,N/A
"Creature from the Black Lagoon, The",1954,Adventure,2.13,1.0|2.5|3.0|2.0,N/A
Animal Farm,1954,Animation,1,1,N/A
"Man with the Golden Arm, The",1955,Drama,5,5,N/A
Rififi (Du rififi chez les hommes),1955,Crime,4.75,4.5|5.0,N/A
Oklahoma!,1955,Musical,4.5,5.0|4.0,rogers and hammerstein
Night and Fog (Nuit et brouillard),1955,Crime,4.5,4.5,N/A
We're No Angels,1955,Comedy,4.5,4.5,N/A
Song of the Little Road (Pather Panchali),1955,Drama,4.25,5.0|3.5,india
All That Heaven Allows,1955,Drama,4.25,4.5|3.5|4.0|5.0,N/A
To Catch a Thief,1955,Crime,4.22,4.0|4.0|4.0|4.0|5.0|5.0|5.0|3.0|4.0|5.0|4.0|5.0|4.0|5.0|4.0|3.5|1.5|5.0|4.0|4.0|5.0|4.0|5.0,N/A
Rebel Without a Cause,1955,Drama,4.1,5.0|4.0|2.5|5.0|4.0|4.0|3.0|4.0|5.0|4.0|3.5|4.0|5.0|3.5|5.0,adolescence|1950s
Love Is a Many-Splendored Thing,1955,Drama,4,4,N/A
Kiss Me Deadly,1955,Film-Noir,4,3.0|5.0,N/A
"Night of the Hunter, The",1955,Drama,4,4.0|4.0|4.0|4.5|3.0|4.5|4.0,good and evil
"Dam Busters, The",1955,Action,4,4,N/A
Guys and Dolls,1955,Comedy,3.94,5.0|4.0|3.5|3.0|4.5|5.0|3.0|3.5,gambling
East of Eden,1955,Drama,3.92,4.0|4.0|3.5|4.0|4.0|4.0,N/A
Marty,1955,Drama,3.83,4.0|3.5|4.0,N/A
Mister Roberts,1955,Comedy,3.82,4.0|4.0|3.0|4.0|5.0|3.0|3.0|3.0|5.0|4.0|4.0,N/A
"Ordet (Word, The)",1955,Drama,3.75,3.5|4.0,religion
"Ladykillers, The",1955,Comedy,3.5,3.5,N/A
Bad Day at Black Rock,1955,Drama,3.5,3.5,in netflix queue
Lola Montès,1955,Drama,3.5,3.5,N/A
"Miracle of Marcelino, The (Marcelino pan y vino)",1955,Comedy,3.5,3.5,N/A
"Rose Tattoo, The",1955,Drama,3.5,3.5,N/A
Confidential Report,1955,Crime,3.5,3.5,N/A
"Trouble with Harry, The",1955,Comedy,3.42,3.0|3.0|4.0|2.0|5.0|3.5,N/A
Lady and the Tramp,1955,Animation,3.4,0.5|4.0|4.0|4.0|3.0|4.0|4.0|4.0|3.0|3.5|3.5|5.0|3.5|2.0|1.0|3.5|4.0|5.0|4.0|3.0|4.0|3.0|2.0|2.5|5.0|3.0|3.0|3.0|3.0|1.0|3.5|3.0|3.5|5.0|3.0|3.0|5.0|4.0|3.0|4.0|4.0|3.5|4.5|3.5|3.0|4.0|2.0|3.5|5.0|4.0|3.5|2.5|3.0|3.0|3.0,disney
"Seven Year Itch, The",1955,Comedy,3.38,4.0|3.0|3.0|3.5|4.0|4.0|1.5|4.0,adultery
Bob le Flambeur,1955,Crime,3.33,4.0|3.0|3.0,N/A
Blackboard Jungle,1955,Drama,3.25,3.5|3.0,N/A
Diabolique (Les diaboliques),1955,Horror,3.13,3.5|5.0|3.5|0.5,N/A
Picnic,1955,Drama,3,3,N/A
"Davy Crockett, King of the Wild Frontier",1955,Adventure,3,3,N/A
Tarantula,1955,Horror,3,3,N/A
Killer's Kiss,1955,Crime,3,3,N/A
Death of a Cyclist (Muerte de un ciclista),1955,Drama,3,3,N/A
This Island Earth,1955,Sci-Fi,1,1,N/A
Moby Dick,1956,Drama,4.5,4.0|5.0,N/A
Written on the Wind,1956,Drama,4.25,3.5|5.0,N/A
"King and I, The",1956,Drama,4.17,3.5|5.0|4.5|3.0|4.0|5.0|4.0|3.5|5.0|4.5|4.0|4.0,siam
"Searchers, The",1956,Drama,4.07,5.0|4.0|4.0|3.5|4.0|3.0|5.0,N/A
"Killing, The",1956,Crime,4.06,4.0|5.0|4.0|3.0|4.0|4.0|4.5|4.0|4.0,heist
"Bad Seed, The",1956,Drama,4,4.0|4.0|4.0|4.0,evil children
And God Created Woman (Et Dieu... créa la femme),1956,Drama,4,4,N/A
Friendly Persuasion,1956,Drama,4,4,quakers
"Harder They Fall, The",1956,Drama,4,4,N/A
"Teahouse of the August Moon, The",1956,Comedy,4,4,N/A
Giant,1956,Drama,3.92,4.0|5.0|3.0|4.0|4.0|3.5,oil
Forbidden Planet,1956,Drama,3.81,4.5|4.0|4.0|5.0|4.0|4.0|4.0|4.0|3.0|2.0|3.5|3.5|4.0,shakespeare sort of|space
Invasion of the Body Snatchers,1956,Horror,3.77,4.0|3.5|5.0|4.0|5.0|3.0|4.0|3.0|4.0|4.0|3.0|3.0|3.5,1950s
"Ten Commandments, The",1956,Adventure,3.75,3.0|3.5|4.0|4.5,N/A
Around the World in 80 Days,1956,Adventure,3.63,4.0|3.0|4.0|4.0|2.5|4.5|3.0|4.5|3.0|4.0|3.0|4.0,race
"Man Who Knew Too Much, The",1956,Adventure,3.56,5.0|3.5|3.0|4.0|3.5|3.0|2.0|3.5|4.5,N/A
Love Me Tender,1956,Musical,3.5,3.5,N/A
War and Peace,1956,Drama,3.5,3.5,N/A
Anastasia,1956,Drama,3.5,3.5,in netflix queue
"Court Jester, The",1956,Adventure,3.5,3.5,N/A
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",1956,Adventure,3.5,3.5,N/A
"Red Balloon, The (Ballon rouge, Le)",1956,Children,3.5,3.5,N/A
"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",1956,Horror,3,3,N/A
High Society,1956,Comedy,3,3.0|3.0,N/A
"Wrong Man, The",1956,Drama,2.88,2.0|2.0|3.5|4.0,N/A
Lust for Life,1956,Drama,2.5,2.5,van gogh
Earth vs. the Flying Saucers,1956,Sci-Fi,1,1,N/A
Indestructible Man,1956,Crime,0.5,0.5,N/A
While the City Sleeps,1956,Drama,0.5,0.5,N/A
The Beast of Hollow Mountain,1956,Horror,0.5,0.5,N/A
My Man Godfrey,1957,Comedy,5,5,N/A
20 Million Miles to Earth,1957,Sci-Fi,5,5,N/A
Paths of Glory,1957,Drama,4.54,4.0|5.0|4.0|5.0|5.0|4.5|5.0|4.0|4.5|5.0|3.5|5.0,military|court
Witness for the Prosecution,1957,Drama,4.39,4.5|4.0|5.0|4.0|4.5|4.0|4.5|4.0|5.0,court|agatha christie
"Nights of Cabiria (Notti di Cabiria, Le)",1957,Drama,4.29,4.0|4.0|5.0|5.0|4.0|4.0|4.0,in netflix queue
"Seventh Seal, The (Sjunde inseglet, Det)",1957,Drama,4.22,4.0|5.0|5.0|4.5|4.0|5.0|3.5|3.0|5.0|4.0|5.0|5.0|5.0|4.0|2.5|3.5|4.0|4.0,atmospheric|death|philosophical|reflective|existentialism|cerebral|chess
"Face in the Crowd, A",1957,Drama,4.2,5.0|4.0|3.5|4.5|4.0,N/A
12 Angry Men,1957,Drama,4.15,5.0|4.0|5.0|3.0|2.5|3.0|5.0|4.0|5.0|4.5|4.0|4.0|4.5|5.0|4.5|5.0|5.0|4.5|4.0|4.0|4.0|4.0|4.5|4.0|5.0|4.0|3.5|4.5|4.0|5.0|0.5|5.0|4.0|4.0|5.0|4.0|5.0|4.0|4.5|5.0|4.0|5.0|1.0|4.5|4.0|4.5|4.0|4.0|5.0|5.0|4.0|3.5|4.5|4.0|0.5|5.0|5.0,great screenplay|earnest|good dialogue|motivational|gritty|confrontational|claustrophobic|court|thought-provoking
Sweet Smell of Success,1957,Drama,4.13,4.0|4.0|3.5|5.0,N/A
"Bridge on the River Kwai, The",1957,Adventure,4.12,5.0|4.0|5.0|5.0|5.0|5.0|4.5|3.0|3.0|5.0|5.0|5.0|5.0|4.0|4.0|4.5|3.5|5.0|3.5|5.0|5.0|5.0|3.5|4.5|3.0|4.0|5.0|4.0|4.0|5.0|4.0|4.0|2.0|5.0|0.5|4.0|4.0|3.0|5.0|5.0|5.0|0.5|5.0|3.5|3.0,pow
"King in New York, A",1957,Comedy,4,4,N/A
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",1957,Horror,4,4,N/A
3:10 to Yuma,1957,Action,4,4,N/A
"Cranes Are Flying, The (Letyat zhuravli)",1957,Drama,4,4,N/A
"Three Faces of Eve, The",1957,Drama,4,4.0|4.0,multiple personalities
